"","title","release_year","age_certification","runtime","imdb_score","imdb_votes","tmdb_popularity","tmdb_score","drama","comedy","documentation","horror","crime","action","thriller","fantasy","romance","history","scifi","animation","reality","sport","family","music","war","western","isNotUS"
"4963","Britney vs. Spears",0.691682396587556,"",-0.342034876403645,6.4,-0.197714564092258,-0.180353534697982,0.739817426356761,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"4967","Ranveer vs Wild with Bear Grylls",0.818169604889544,"PG",-1.1909206787765,7.3,-0.242189099197012,-0.146987923408992,-0.461167706687128,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4968","Dear Friend",0.818169604889544,"",0.580667082697281,5.9,-0.258281619756344,-0.237312097357437,-0.961578178788749,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"4969","Marilyn's Eyes",0.691682396587556,"",0.285402455784985,6.6,-0.247889100839009,-0.182346962840566,0.339489048675464,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4970","Prey",0.691682396587556,"",-0.563483346587868,4.3,-0.193757238111508,0.328979510781994,-1.86231702857167,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"4971","Misha and the Wolves",0.691682396587556,"PG-13",-0.452759111495757,6.7,-0.238104703115963,-0.111604573878118,0.739817426356761,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4973","The Kissing Booth 3",0.691682396587556,"PG-13",0.359218612513059,4.7,-0.112550367584522,0.868530009691634,0.639735331936437,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"4976","The Loud House Movie",0.691682396587556,"G",-0.711115660044016,6.1,-0.242161869889805,0.804521518235233,1.14014580403806,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0
"4978","Fever Dream",0.691682396587556,"R",-0.342034876403645,5.4,-0.24326011861382,0.104500053847545,-0.561249801107452,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"4979","Blue Miracle",0.691682396587556,"",-0.268218719675571,6.6,-0.199039723709665,-0.0470369501378221,1.14014580403806,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
"4980","Home2Home",0.818169604889544,"",0.285402455784985,7.9,-0.259325409865946,-0.24206472177055,0.539653237516113,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"4984","83",0.691682396587556,"",2.24153060907895,7.5,0.0579595541456639,-0.13834568310791,0.539653237516113,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"4985","Rurouni Kenshin: The Beginning",0.691682396587556,"R",1.31882864997802,7.4,-0.185470452284847,1.24703825578968,1.34030999287871,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"4986","Honeymoon With My Mother",0.818169604889544,"",0.285402455784985,5.8,-0.23641648606913,0.69479788504554,-0.230978889520382,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4988","Death to 2021",0.691682396587556,"",-1.56000146241687,6.3,-0.128688270322533,-0.16648462304744,-0.461167706687128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4989","Vengeance Is Mine, All Others Pay Cash",0.691682396587556,"",0.433034769241133,7,-0.25548607754976,-0.234747381881308,1.34030999287871,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"4991","The Getaway King",0.691682396587556,"",-0.0836783278553859,6.5,-0.244113303572973,-0.201199444847569,0.339489048675464,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"4992","Yaksha: Ruthless Operations",0.818169604889544,"",0.839023631245541,6.2,-0.232005338301597,3.78159705373825,-0.26100351784648,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"4993","Outside the Wire",0.691682396587556,"R",0.506850925969207,5.4,0.121358457759278,0.801968957808753,-0.0608393290058315,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
"4995","The Minimalists: Less Is Now",0.691682396587556,"",-1.81835801096513,5.9,-0.223273807123888,-0.173303605901037,0.0392427654144923,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4996","The Devil Below",0.691682396587556,"R",-0.489667189859794,4.2,-0.220932086704087,-0.169948812197663,-1.36190655647005,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4997","The Seventh Day",0.691682396587556,"R",-0.563483346587868,4.5,-0.220596258581867,0.471315142182383,-0.961578178788749,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5003","Extinct",0.691682396587556,"",-0.637299503315942,5.4,-0.237051836570626,0.484017169066534,-0.0608393290058315,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
"5004","The Fable: The Killer Who Doesn't Kill",0.691682396587556,"",1.0973801797938,6.8,-0.247072221622799,-0.194538477639421,0.439571143095789,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"5005","Rurouni Kenshin: The Final",0.691682396587556,"PG-13",1.35573672834206,7.2,-0.182375387698986,0.52435977885457,1.44039208729903,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"5007","Bruna Louise: Demolition",0.818169604889544,"",-1.37546107059668,4.5,-0.260096906903477,-0.232012495710079,-0.0608393290058315,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5012","To All the Boys: Always and Forever",0.691682396587556,"PG-13",0.46994284760517,6.3,-0.031915312508882,0.381379929822735,1.24022789845838,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"5014","Aileen Wuornos: American Boogeywoman",0.691682396587556,"R",-0.637299503315942,3.7,-0.246600246964545,-0.182237567393717,-1.06166027320907,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5015","Tall Girl 2",0.818169604889544,"",-0.194402562947497,4.7,-0.221022851061443,0.373418372302047,-0.661331895527777,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"5019","Nobody Sleeps in the Woods Tonight 2",0.691682396587556,"",-0.194402562947497,3.9,-0.227512502612443,0.959328230576425,-2.36272750067329,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"5025","A Week Away",0.691682396587556,"",-0.305126798039608,5.7,-0.218735589256056,0.104901170485992,0.539653237516113,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"5028","Jana Gana Mana",0.818169604889544,"",2.16771445235088,8.3,-0.177356118737163,-0.183671863252406,1.44039208729903,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"5030","Single All the Way",0.691682396587556,"",-0.120586406219423,6.1,-0.122688746301259,0.227217435112988,0.0392427654144923,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5031","Dhamaka",0.691682396587556,"",0.0639539856007624,7.2,0.104884726899047,0.614963518944962,0.839899520777085,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"5033","Monster",0.691682396587556,"R",-0.15749448458346,6.5,-0.208188770931214,-0.089725484508289,0.0392427654144923,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5034","Never Back Down: Revolt",0.691682396587556,"R",-0.489667189859794,4,-0.255703912007416,0.728345822079278,0.139324859834816,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"5037","Untold: Breaking Point",0.691682396587556,"R",-0.858747973500164,7.6,-0.237959480144193,-0.19980161413783,1.54047418171935,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5040","Heart Parade",0.818169604889544,"",0.211586299056911,4.9,-0.256230345280084,4.04087641782038,-0.7614139899481,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5041","Pelé",0.691682396587556,"PG-13",0.211586299056911,7,-0.22193049463501,-0.0263733657329834,1.04006370961773,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"5044","Grudge",0.691682396587556,"",0.0639539856007624,5.5,-0.221549284334112,0.483044765094542,0.0392427654144923,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"5046","Brian Regan: On the Rocks",0.691682396587556,"",-1.63381761914494,6.8,-0.25494149140562,-0.242465838408997,0.339489048675464,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5047","Penguin Bloom",0.691682396587556,"PG-13",-0.268218719675571,6.8,-0.168452135280477,0.02831220264194,0.639735331936437,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5048","Rita Moreno: Just a Girl Who Decided to Go for It",0.691682396587556,"PG-13",-0.452759111495757,7.7,-0.253752478324248,-0.205502332423636,0.639735331936437,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5053","Operation Varsity Blues: The College Admissions Scandal",0.691682396587556,"R",-0.0836783278553859,6.9,-0.186223796450907,-0.164916621642602,0.539653237516113,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5054","Furioza",0.691682396587556,"",1.35573672834206,6.2,-0.223083201973439,-0.0945145740703517,-0.26100351784648,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"5055","Four to Dinner",0.818169604889544,"",0.0639539856007624,6.3,-0.232150561273368,0.243189170352963,-0.160921423426156,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5056","Seal Team",0.691682396587556,"",-0.0467702494913488,5.5,-0.24830661688285,0.947914638955165,0.639735331936437,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"5057","Most Eligible Bachelor",0.691682396587556,"",2.49988715762721,6.1,-0.230961548191996,-0.232741798689073,-0.7614139899481,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5060","Shaun the Sheep: The Flight Before Christmas",0.691682396587556,"G",-2.66724381333798,7.3,-0.247026839444121,0.558442538072904,0.539653237516113,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
"5062","The Invisible Thread",0.818169604889544,"",-0.452759111495757,6.7,-0.245093558632425,0.297303451394341,0.339489048675464,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"5063","Mobile Suit Gundam Hathaway",0.691682396587556,"PG-13",-0.231310641311534,6.6,-0.247852795096066,2.91636415450906,1.14014580403806,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
"5064","AI Love You",0.818169604889544,"PG-13",-0.268218719675571,4.4,-0.255368083885196,0.89595180170182,-0.633308909090085,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
"5069","The Hall: Honoring the Greats of Stand-Up",0.818169604889544,"",-1.1909206787765,6.3,-0.25692923083173,-0.2293140746878,1.54047418171935,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5073","Hurdang",0.818169604889544,"",0.72829939615343,4.9,-0.2560306636939,-0.201272375145469,1.54047418171935,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5074","The Turning Point",0.691682396587556,"",-0.452759111495757,6.1,-0.254923338534149,-0.197662325399447,0.239406954255141,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5075","Sentinelle",0.691682396587556,"",-0.821839895136127,4.7,-0.189364243215447,0.461420931767361,-0.561249801107452,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"5077","Stuck Together",0.691682396587556,"",0.875931709609578,6.3,-0.197959627857121,-0.0769383722765888,-0.461167706687128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5078","F*ck Love Too",0.818169604889544,"",-0.378942954767682,3.8,-0.251011394732078,1.80612191948672,-0.498198081622648,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5079","Vicky and Her Mystery",0.691682396587556,"",-0.674207581679979,6.4,-0.243314577228234,0.646676043481565,0.739817426356761,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"5090","Game Changer",0.691682396587556,"",-0.00986217112731175,4.1,-0.259534167887866,-0.226323932473923,0.139324859834816,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"5092","Murder by the Coast",0.691682396587556,"PG-13",-0.526575268223831,6.5,-0.241190691266089,-0.159276678605046,-0.0608393290058315,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"5094","The 8th Night",0.691682396587556,"",0.46994284760517,5.3,-0.230317121254763,0.265894803098986,-0.361085612266804,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"5095","Ferry",0.691682396587556,"",0.137770142328837,7,-0.161626655607258,0.0969396129653044,0.339489048675464,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"5097","The Trip 6",0.691682396587556,"",-0.194402562947497,3.2,-0.258926046693577,3.88159664720802,0.839899520777085,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5098","Radhe Shyam",0.818169604889544,"",1.31882864997802,5.3,-0.000674220706726167,-0.197954046591045,-0.961578178788749,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5102","A Boy Called Christmas",0.691682396587556,"PG",0.137770142328837,6.7,-0.0691831576395187,0.471436692678882,1.04706945622716,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
"5107","The Taming of the Shrewd",0.818169604889544,"",0.359218612513059,4.5,-0.252971904850981,-0.144605533677611,-1.36190655647005,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5108","Operation Hyacinth",0.691682396587556,"",0.359218612513059,6.7,-0.23225040206646,-0.0604925901002671,0.339489048675464,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"5110","Sooryavanshi",0.691682396587556,"",1.57718519852628,6.3,0.428813641869163,1.21604287918242,-0.7614139899481,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"5117","CBI 5: The Brain",0.818169604889544,"",2.24153060907895,6.3,-0.24790725371048,-0.217304885633694,-0.661331895527777,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"5119","L.O.L. Surprise: The Movie",0.691682396587556,"G",-2.03980648114935,3.8,-0.259388944916095,1.06834687088642,0.439571143095789,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0
"5122","Skater Girl",0.691682396587556,"PG",0.174678220692874,6.6,-0.221630972255733,-0.114132824205299,1.04006370961773,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
"5126","Found",0.691682396587556,"PG",-0.194402562947497,7.5,-0.249686235114671,0.135774996596751,1.04006370961773,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5133","The Falls",0.691682396587556,"",0.986655944701689,7,-0.246527635478659,-0.192678755042986,0.339489048675464,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5134","Yara",0.691682396587556,"",-0.231310641311534,6.2,-0.222393392857529,-0.00235498762477075,-0.160921423426156,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"5138","Cobalt Blue",0.818169604889544,"",0.359218612513059,6.6,-0.246663782014694,-0.204226052210396,0.139324859834816,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5139","This Is the Night",0.691682396587556,"R",-0.0836783278553859,5.4,-0.25487795635547,-0.199278947002884,0.739817426356761,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5142","Don't Kill Me",0.691682396587556,"",-0.452759111495757,4.3,-0.244503590309606,-0.139707048668699,-2.46280959509361,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"5143","A Castle for Christmas",0.691682396587556,"",-0.15749448458346,5.5,-0.152604678486007,-0.0711161034942843,-0.661331895527777,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
"5145","I Am All Girls",0.691682396587556,"",0.174678220692874,5.9,-0.206854534878072,0.268192107482818,0.139324859834816,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"5150","Sounds Like Love",0.691682396587556,"",0.285402455784985,5.4,-0.241181614830353,0.119718176009227,0.139324859834816,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"5151","Ride or Die",0.691682396587556,"R",1.46646096343417,5.6,-0.243314577228234,0.69862672568526,0.0392427654144923,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"5153","Jersey",0.818169604889544,"",2.68442754944739,7.3,-0.161826337193442,0.563754294769912,0.739817426356761,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"5154","The Girl on the Train",0.691682396587556,"",0.949747866337652,4.4,-0.130331105190688,-0.0687215587132529,-0.561249801107452,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"5159","Cousins",0.691682396587556,"R",-0.15749448458346,6.9,-0.255994357950957,-0.244520041799831,0.839899520777085,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5160","Oprah + Viola: A Netflix Special Event",0.818169604889544,"",-2.00289840278531,7.2,-0.257664422126319,-0.228365980815107,1.24022789845838,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5161","Deep",0.691682396587556,"",-0.0467702494913488,4.8,-0.247480661230904,0.591929699858392,-0.0608393290058315,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"5162","The Phantom",0.691682396587556,"",-0.78493181677209,6.5,-0.253670790402627,-0.223175774614598,-0.361085612266804,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5169","Fate: The Winx Saga - The Afterparty",0.691682396587556,"PG-13",-1.92908224605724,6.2,-0.259906301753028,-0.185555895948141,2.44121303150227,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"5171","Secret Magic Control Agency",0.691682396587556,"",0.0270459072367253,6.2,-0.223473488710073,0.314162505258759,0.739817426356761,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"5176","Doom of Love",0.818169604889544,"",-0.0836783278553859,4.7,-0.249468400657015,-0.0422113954268098,1.74063837056,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5177","Breaking Boundaries: The Science of Our Planet",0.691682396587556,"",-1.08019644368439,7.8,-0.236389256761923,-0.171917930240948,1.14014580403806,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5181","All Hail",0.818169604889544,"",0.580667082697281,5.6,-0.23176935097247,0.767509392051272,-0.160921423426156,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5183","The Seven Deadly Sins: Cursed by Light",0.691682396587556,"PG-13",-0.858747973500164,6.4,-0.251755662462402,5.45718280302733,1.44039208729903,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
"5186","Don",0.818169604889544,"",2.27843868744299,7,-0.200047208076324,-0.232340682050626,0.639735331936437,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"5188","The Last Mercenary",0.691682396587556,"",0.285402455784985,5.3,-0.183627935830507,1.04857060510603,0.139324859834816,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"5189","Lulli",0.691682396587556,"",-0.452759111495757,4.8,-0.247380820437812,0.183775287664227,-0.561249801107452,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"5190","Dancing on Glass",0.818169604889544,"",1.28192057161399,5.5,-0.254160917932353,0.999403429272163,-0.160921423426156,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"5191","My Brother, My Sister",0.691682396587556,"",0.285402455784985,6,-0.251873656126966,-0.0966052426101354,0.0392427654144923,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5192","Je suis Karl",0.691682396587556,"R",0.875931709609578,5.4,-0.250784483838686,-0.107471856997151,-0.961578178788749,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"5194","Blood Brothers: Malcolm X & Muhammad Ali",0.691682396587556,"PG-13",-0.268218719675571,6.9,-0.251973496920058,-0.168976408225671,0.93998161519741,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"5197","Trollhunters: Rise of the Titans",0.691682396587556,"",0.0639539856007624,6.7,-0.216829537751567,0.806612186775017,1.34030999287871,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
"5198","Amina",0.691682396587556,"PG-13",0.654483239425356,3.8,-0.257737033612205,1.22429615789471,-0.0608393290058315,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
"5202","The Princess Switch 3: Romancing the Star",0.691682396587556,"PG",0.137770142328837,5.5,-0.208569981232112,0.214041361292491,0.439571143095789,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"5203","Looop Lapeta",0.818169604889544,"",1.06047210142976,5.2,-0.221286067697778,3.21937738723154,-0.160921423426156,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
"5204","Anonymously Yours",0.691682396587556,"R",-0.0467702494913488,5.7,-0.244966488532125,0.262163202856465,1.34030999287871,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5205","The Last Forest",0.691682396587556,"",-1.04328836532035,7.3,-0.256702319938339,-0.238807168464376,0.539653237516113,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5207","Rumspringa",0.818169604889544,"",-0.00986217112731175,5.3,-0.25309897495128,-0.191536180375895,-0.7614139899481,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5208","Bordertown: The Mural Murders",0.691682396587556,"",0.174678220692874,6.2,-0.240419194228558,0.581865318748271,0.239406954255141,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5215","Biking Borders - eine etwas andere Reise",0.691682396587556,"",-0.489667189859794,7.7,-0.252091490584622,-0.251533505447826,0.839899520777085,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5217","Ronny Chieng: Speakeasy",0.818169604889544,"",-1.56000146241687,6.3,-0.250158209772925,-0.228110724772459,-0.26100351784648,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5219","Biggie: I Got a Story to Tell",0.691682396587556,"R",-0.194402562947497,6.8,-0.214923486247077,-0.164466884805556,0.739817426356761,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"5222","Super Me",0.691682396587556,"",-0.00986217112731175,5.8,-0.245992125770255,0.239360329713243,1.24022789845838,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
"5223","The Whole Truth",0.691682396587556,"R",0.839023631245541,5.1,-0.230398809176384,1.54769340888008,-0.160921423426156,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"5224","Jonas Brothers Family Roast",0.691682396587556,"",-1.26473683550457,5.2,-0.245610915469357,-0.202548655358709,0.739817426356761,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"5226","The Soul",0.691682396587556,"",1.02356402306573,6.6,-0.235227472987758,-0.198148527385443,0.739817426356761,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"5232","And Tomorrow the Entire World",0.691682396587556,"",0.322310534149022,6,-0.23176935097247,-0.185264174756544,-0.7614139899481,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5233","One",0.691682396587556,"",1.76172559034647,6.5,-0.236307568840302,-0.238065710435732,0.0392427654144923,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"5238","Major Grom: Plague Doctor",0.691682396587556,"",1.24501249324995,6.3,-0.152196238877903,1.80754406029576,0.239406954255141,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"5240","Anne+",0.691682396587556,"",-0.305126798039608,6,-0.247625884202675,-0.168186329998427,-0.461167706687128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5241","Ajeeb Daastaans",0.691682396587556,"",1.46646096343417,6.7,-0.208433834696077,-0.195352865965965,0.339489048675464,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5245","Dynasty Warriors",0.691682396587556,"PG-13",0.580667082697281,4.7,-0.241081774037261,1.7444471975631,-0.0608393290058315,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"5247","Barbie: Big City, Big Dreams",0.691682396587556,"",-1.48618530568879,5.7,-0.257791492226619,1.01103581178712,0.561671298288584,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
"5248","Roohi",0.691682396587556,"",1.17119633652187,4.3,-0.169568536875964,-0.227344956644515,-1.56207074531069,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5253","Crazy About Her",0.691682396587556,"",-0.00986217112731175,6.6,-0.211229376902662,0.0652757086273015,0.739817426356761,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5254","Confessions of an Invisible Girl",0.691682396587556,"",-0.41585103313172,5.2,-0.251020471167813,0.257908935478998,0.439571143095789,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5256","Doctor",0.691682396587556,"",1.76172559034647,7.5,-0.120918841332804,-0.218119273960237,0.239406954255141,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"5257","Battle: Freestyle",0.818169604889544,"",-0.526575268223831,4.3,-0.257092606674972,0.81260462625242,-1.26182446204972,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"5258","Theo Von: Regular People",0.691682396587556,"",-1.52309338405283,5.1,-0.253053592772602,-0.223491805905495,0.539653237516113,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5260","Octonauts: The Ring of Fire",0.691682396587556,"G",-1.11710452204842,6.4,-0.25931633343021,-0.197479999654698,0.339489048675464,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"5261","Montford: The Chickasaw Rancher",0.691682396587556,"",-0.231310641311534,6.6,-0.254033847832054,-0.215445163037258,-0.461167706687128,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"5266","Creating The Queen's Gambit",0.691682396587556,"PG-13",-3.25777306716257,6.9,-0.255032255762977,-0.139160071434453,1.54047418171935,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5267","Nayattu",0.691682396587556,"",0.802115552881504,8.1,-0.196661697546921,-0.235695475754,1.24022789845838,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"5270","Hey! Sinamika",0.818169604889544,"",1.76172559034647,6,-0.23109769472803,-0.219614345067176,0.439571143095789,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"5272","Memories of a Murderer: The Nilsen Tapes",0.691682396587556,"R",-0.674207581679979,6.3,-0.230598490762569,-0.199303257102184,-0.26100351784648,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5273","Heroes: Silence and Rock & Roll",0.691682396587556,"",-0.305126798039608,7.5,-0.254496746054573,-0.0940405271340054,2.1409667482413,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
